身高	44536
多发	43537
中医	42569
重组	42474
体内	42460
损伤	40020
消化	40001
怀孕	39849
积水	39447
病毒	38831
诊疗	38621
心脏	38546
计划生育	37743
体重	37618
视角	37574
恶性	36729
神经	36506
癌症	35606
骨折	35382
致死	35355
消毒	34296
疲劳	34216
呼吸	33975
公共卫生	33940
疼痛	33557
孕妇	32878
基因	32641
瘫痪	31795
昏迷	31442
伤口	31081
检疫	30790
糖尿病	28733
外科	28090
高血压	27960
心脏病	27533
卫生局	27235
样品	27048
中毒	26243
肢体	25456
睡眠	25340
生命力	25218
世界卫生组织	24856
中药	24400
生理	24183
大脑	24157
肿瘤	23899
发育	23811
按摩	23557
乏力	23492
呼吸道	23457
萎缩	23334
弹性	23069
肌肉	23007
体质	22322
器官	22148
再生	22136
发热	22124
呕吐	22078
治愈	21678
出血	21452
咳嗽	21412
发作	21339
急诊	21279
血压	21033
轮椅	21010
发烧	20921
传染病	20805
头痛	20602
移植	20519
细菌	19962
注射	19915
疫苗	19780
负荷	19325
慢性	19192
急性	19191
矫正	19094
血管	18957
颈部	18908
视力	18907
植入	18675
诊治	18601
二氧化碳	18553
监护	18501
维生素	18460
烧伤	18427
急救车	18231
创伤	18031
分化	17981
细胞	17869
发病率	17541
头晕	17373
恶心	17356
白血病	17294
外伤	17157
医疗保障	16579
死亡率	16314
新生儿	16210
艾滋病	16147
大腿	15964
背部	15826
流泪	15809
腹泻	15751
抽样	15700
水污染	15673
医疗器械	15571
内科	15542
大拇指	15539
精神病	15503
脂肪	15265
激光	15251
化验	15171
儿科	15136
根治	15094
生命体征	15093
防疫	14971
传染	14944
窒息	14936
并发症	14916
体温	14771
畸形	14560
硬化	14167
蛋白质	14062
骨头	14055
标本	13989
口腔	13937
饱和	13908
晚期	13860
错位	13720
四肢	13661
肝脏	13599
主任医师	13583
确诊病例	13563
阳性	13520
高危	13482
献血	13413
后遗症	13371
处方	13333
免疫力	13192
鉴别	13051
胎儿	13050
急诊科	12882
